TransactionID,id_01,id_02,DeviceType,DeviceInfo
3000037,-87.4356507587686,55617.10881283971,desktop,nan
3000038,-71.02720162617854,84268.52089099404,desktop,Windows
3000039,-76.1248228913976,99688.07914386256,mobile,MacOS
3000040,-78.64571455096586,43603.97419521818,desktop,Windows
3000041,-58.8855663520013,32709.57550717751,mobile,nan
3000042,-29.596854740834317,90758.67639824789,desktop,nan
3000043,-78.25470677827641,19932.970778536015,desktop,MacOS
3000044,-63.33211202970186,61927.46258825974,mobile,iOS Device
3000045,-60.90825731588377,41165.727993913824,desktop,Windows
3000046,-2.354347056458977,5067.154130599973,desktop,MacOS
3000047,-4.533364312093113,35381.55895626408,desktop,MacOS
3000048,-19.986241724792407,27257.623727764785,desktop,MacOS
3000049,-75.83410791808149,68923.0242404052,desktop,Windows
3000050,-93.19626859083303,94930.25927149989,desktop,Windows
3000051,-68.30958622793753,27536.671550485138,desktop,Windows
3000052,-73.32054505661691,81335.12797601649,desktop,iOS Device
3000053,-49.40741998536061,6480.621876902543,mobile,MacOS
3000054,-22.2272089932207,54273.9799939415,desktop,nan
3000055,-14.167706112114203,7984.456307279564,desktop,nan
3000056,-15.51359145894915,93469.2661219333,mobile,MacOS
3000057,-64.03244387769323,76868.77677518163,mobile,nan
3000058,-31.276565653931712,66137.04120925465,mobile,iOS Device
3000059,-68.716580247578,82565.74178084177,desktop,iOS Device
3000060,-93.90944567648172,65104.45976144615,mobile,Windows
3000061,-29.843473439705775,96925.49532025482,mobile,Windows
3000062,-99.01724474302121,71681.83683861238,desktop,Windows
3000063,-59.08174125415114,92541.20234864243,desktop,Windows
3000064,-67.06207306979243,52196.05730905316,mobile,Windows
3000065,-30.66224614811476,12589.376885204403,mobile,nan
3000066,-23.375452723962113,53289.5944208787,desktop,nan
3000067,-69.59053640287162,13560.409978246236,desktop,Windows
3000068,-18.83729855551465,59656.8544384641,desktop,iOS Device
3000069,-70.60832394950663,48766.81299223863,desktop,nan
3000070,-55.36736400134388,62634.96438544539,desktop,iOS Device
3000071,-27.2981472985866,1994.6511244283279,mobile,iOS Device
3000072,-30.707977077521136,20289.208673881047,desktop,MacOS
3000073,-1.263152768780003,49641.71275930096,desktop,MacOS
3000074,-77.48389757840681,95099.85259732435,desktop,Windows
3000075,-33.76820864604177,38977.294995160686,desktop,iOS Device
3000076,-39.03180917242226,43012.83057930983,desktop,nan
3000077,-8.490154550997005,71754.9128116556,mobile,MacOS
3000078,-84.36378583551249,60775.482971325684,desktop,MacOS
3000079,-24.8201836413067,30593.68885973499,mobile,iOS Device
3000080,-43.173138373123166,41670.82316117535,desktop,MacOS
3000081,-72.53341302120945,22552.280086866012,mobile,MacOS
3000082,-52.55650858528259,96636.12445389065,mobile,nan
3000083,-66.62234029302022,13932.803774178614,desktop,iOS Device
3000084,-42.068659721153914,37811.84167207553,desktop,MacOS
3000085,-11.099938918533411,3558.058249781108,desktop,iOS Device
3000086,-43.0695015587798,22956.169701421095,desktop,MacOS
3000087,-36.82775816734159,78266.64269963534,desktop,nan
3000088,-48.125215288529056,20916.347996599066,mobile,iOS Device
3000089,-94.88344935545241,8926.276850367594,desktop,MacOS
3000090,-76.71414431239057,47970.86480460781,desktop,nan
3000091,-50.79982705679173,1986.954238717331,mobile,MacOS
3000092,-68.97647162552953,9391.849288206984,desktop,iOS Device
3000093,-81.82364022388057,80954.96108673453,mobile,MacOS
3000094,-49.58671580815617,77375.86114110104,desktop,iOS Device
3000095,-67.71902065521496,91598.74322008471,mobile,iOS Device
3000096,-74.18923568265853,85597.0281551642,desktop,MacOS
3000097,-53.60145825596192,68634.38076074199,mobile,nan
3000098,-86.67157419178268,6180.952872765621,mobile,Windows
3000099,-7.225426692459266,78502.01318067909,desktop,nan
3000100,-13.229790208076096,84705.57027321549,desktop,nan
3000101,-29.237941425946474,80109.1324314235,desktop,MacOS
3000102,-89.37861724115437,51339.42449549458,mobile,nan
3000103,-22.4122745530307,24057.282026298686,mobile,nan
3000104,-19.204267189098104,84687.66759318394,mobile,Windows
3000105,-23.223538228566227,72989.1181642737,desktop,nan
3000106,-88.60341128807589,98095.35626449631,desktop,Windows
3000107,-35.60920429322353,16413.567177837358,mobile,MacOS
3000108,-16.567520425060138,23340.793722153452,desktop,Windows
3000109,-42.26465987803323,21968.016838268766,mobile,iOS Device
3000110,-35.359262477191095,79461.43699451233,desktop,iOS Device
3000111,-54.16365205736938,19503.822348561698,desktop,Windows
3000112,-47.12926801159474,7599.323152507303,mobile,iOS Device
3000113,-96.56231416482748,99857.51985197724,desktop,MacOS
3000114,-36.10369780267154,3456.9039330697656,desktop,iOS Device
3000115,-91.85527871088408,83689.1619557277,desktop,Windows
3000116,-56.49854056597766,37171.31731351463,desktop,MacOS
3000117,-70.73449023325921,84319.93051602371,desktop,iOS Device
3000118,-45.45720497882869,55907.428629903356,mobile,MacOS
3000119,-86.6583664476793,90261.49171914965,desktop,Windows
3000120,-30.835659802668175,92693.10565504804,mobile,iOS Device
3000121,-20.49884630715296,1900.7199467968237,desktop,MacOS
3000122,-83.66455502568435,8465.805423286038,desktop,MacOS
3000123,-89.56869126481179,25785.514227514694,mobile,iOS Device
3000124,-85.44845172126409,67262.22621998667,mobile,MacOS
3000125,-12.287243810149832,88938.9474546391,desktop,MacOS
3000126,-47.18107382436438,46534.25317810231,desktop,Windows
3000127,-53.27390039924974,61090.33851115228,mobile,Windows
3000128,-89.32881808976457,19661.48542676055,mobile,Windows
3000129,-35.044399324303825,80691.71655428685,mobile,Windows
3000130,-13.200040810491004,96765.48302399351,mobile,Windows
3000131,-17.181413067654702,27591.29435854515,desktop,Windows
3000132,-37.39452910191987,49987.76920845408,desktop,iOS Device
3000133,-92.47212833483263,9525.494940131006,desktop,Windows
3000134,-88.76029728239871,56354.528989833874,desktop,MacOS
3000135,-95.06910128901754,50775.56074282138,desktop,iOS Device
3000136,-74.25207835075307,15299.211931352682,mobile,MacOS
3000137,-86.43385328396222,44764.55509868943,mobile,Windows
3000138,-73.99519597475661,34076.360556569765,mobile,Windows
3000139,-61.49419442810383,52661.25665521374,desktop,MacOS
3000140,-5.701721592886429,58979.779207451116,mobile,MacOS
3000141,-38.96239402183079,1841.0622821137413,desktop,MacOS
3000142,-16.502621431703773,76339.59231200597,desktop,nan
3000143,-28.96484992876678,71588.41489431234,desktop,nan
3000144,-88.74968694733683,37262.3522344457,mobile,nan
3000145,-26.407959362605112,6240.657621313007,desktop,nan
3000146,-72.49011184408755,75738.32143871998,desktop,iOS Device
3000147,-36.08921530052937,95562.34088733511,mobile,Windows
3000148,-65.90380263570114,24775.008006179403,desktop,MacOS
3000149,-0.23277367353408351,33028.93675996675,mobile,Windows
3000150,-73.64485205032221,19197.47605869968,desktop,MacOS
3000151,-72.08695292257303,58116.67621113913,mobile,Windows
3000152,-6.932774443760167,16329.298070098039,desktop,iOS Device
3000153,-97.53555953636773,36263.200402676564,desktop,nan
3000154,-30.33110121268031,70004.28837949203,mobile,Windows
3000155,-27.467360926412184,56451.48231792549,desktop,MacOS
3000156,-16.362142258960063,39259.79386846559,mobile,Windows
3000157,-2.556068936152471,42604.710578946644,desktop,iOS Device
3000158,-2.439808084334757,56648.97737969972,mobile,iOS Device
3000159,-93.47232424335361,1580.608060828969,desktop,Windows
3000160,-17.816067724709754,8772.476976907376,desktop,nan
3000161,-35.369006634261865,88244.54870853815,desktop,MacOS
3000162,-35.26578656269088,8710.019920037787,mobile,iOS Device
3000163,-87.16500733853051,70973.55602484001,mobile,iOS Device
3000164,-34.98128335543467,92083.77824679621,mobile,Windows
3000165,-1.7517419398752168,27797.67682587138,mobile,iOS Device
3000166,-8.818143046055297,37678.652268891914,mobile,iOS Device
3000167,-56.08693391951495,57323.21917862691,desktop,MacOS
3000168,-96.00520267139056,88289.18799421989,desktop,nan
3000169,-63.770650999979516,94248.65313878159,desktop,MacOS
3000170,-17.360968839944476,74216.76156301553,desktop,nan
3000171,-29.850089853483396,9575.35632461471,desktop,MacOS
3000172,-54.06563444060436,67246.26139795023,mobile,Windows
3000173,-94.4898464841169,41620.068465393546,desktop,iOS Device
3000174,-57.31052721766974,47599.3989496151,mobile,nan
3000175,-53.09750602821165,5865.690644172527,desktop,Windows
3000176,-7.144446710586408,19915.15179528946,mobile,iOS Device
3000177,-35.89138964178406,79260.84714583113,mobile,iOS Device
3000178,-68.83470833453511,45941.924471738115,mobile,iOS Device
3000179,-47.46817355492786,30864.561921483735,desktop,MacOS
3000180,-93.39446921778399,39017.88832253086,desktop,Windows
3000181,-2.7431764350263137,85585.55181924233,desktop,Windows
3000182,-63.9940098069274,75150.90272309074,desktop,iOS Device
3000183,-52.21326450868642,27959.224320927195,mobile,nan
3000184,-64.47160257630773,12632.682181024958,mobile,Windows
3000185,-31.74882698837999,25947.823942763098,mobile,MacOS
3000186,-33.7767841670407,92154.88865441864,mobile,nan
3000187,-28.46776894708644,58577.29494712578,desktop,nan
3000188,-73.18567703880791,53814.540665733504,mobile,nan
3000189,-68.43315188359341,60042.966369553695,desktop,nan
3000190,-87.4748768903792,37236.79830890501,mobile,Windows
3000191,-34.44900281538874,80903.59501163177,mobile,iOS Device
3000192,-96.02028726643475,52805.33868072473,mobile,nan
3000193,-40.231766447654095,12558.042374110759,desktop,MacOS
3000194,-13.030411514836615,13777.447358077234,desktop,MacOS
3000195,-10.91678517103665,54149.05550375921,mobile,iOS Device
3000196,-55.09622396300383,93720.45158901307,mobile,Windows
3000197,-54.069631178692624,31526.860045943675,mobile,iOS Device
3000198,-92.30308169919826,87084.57571706262,desktop,nan
3000199,-32.92349745569642,76645.46307130906,desktop,Windows
3000200,-17.874057962715455,25533.431847783777,desktop,Windows
3000201,-75.5344945395287,4597.734083308003,mobile,nan
3000202,-57.86991183666353,11082.879249095891,desktop,MacOS
3000203,-16.116066323472964,73120.89945089658,mobile,nan
3000204,-12.287953233771205,20767.304066024022,desktop,iOS Device
3000205,-75.6820019735774,37755.82113003398,mobile,nan
3000206,-44.942936545863574,50668.217434636055,mobile,MacOS
3000207,-80.75068493641729,72821.34867656612,desktop,nan
3000208,-89.81212358604435,12209.891102653413,mobile,iOS Device
3000209,-8.887949860804241,41230.27412246868,mobile,iOS Device
3000210,-17.949249576789086,49022.218005126844,mobile,MacOS
3000211,-23.996509819682615,54541.87933318243,desktop,iOS Device
3000212,-95.12336811868596,82017.70349812646,mobile,iOS Device
3000213,-15.627120728974248,17996.141309278475,desktop,nan
3000214,-56.195592409461625,80975.31373083561,desktop,Windows
3000215,-65.76048767041404,69594.96434196857,mobile,iOS Device
3000216,-45.352363897462354,56031.21060569697,desktop,iOS Device
3000217,-90.86467572764442,70253.25916985462,mobile,MacOS
3000218,-24.33534506476012,41789.75615621398,desktop,MacOS
3000219,-41.75649231117041,14701.361010844332,mobile,nan
3000220,-81.34099031268325,66910.75878627137,desktop,nan
3000221,-81.17678002309543,52942.5583618766,mobile,iOS Device
3000222,-81.57513484273258,64298.10525373478,mobile,Windows
3000223,-94.2997612448066,34461.87932182051,mobile,Windows
3000224,-41.22015506283152,90779.79115664375,mobile,nan
3000225,-15.965182241149193,59149.61698898212,desktop,MacOS
3000226,-98.25017860126114,9454.845944796509,desktop,iOS Device
3000227,-95.09953550287264,45530.595079738436,mobile,iOS Device
3000228,-42.72297233130542,75879.2494196198,desktop,Windows
3000229,-18.050431461394766,79619.32161149496,mobile,nan
3000230,-67.32611094313664,49965.108223612115,mobile,Windows
3000231,-65.03856011922778,89580.00951229881,desktop,Windows
3000232,-40.36535025032241,27499.175282235457,desktop,nan
3000233,-72.5787110875853,41649.271026588394,mobile,MacOS
3000234,-97.33916339223158,89961.09414632803,desktop,iOS Device
3000235,-26.477148189840392,89729.41493068631,mobile,MacOS
3000236,-37.43500870585469,68885.56411364341,desktop,nan
3000237,-41.92440009443409,86039.0741650998,desktop,nan
3000238,-25.831587100817686,9788.553428667034,desktop,iOS Device
3000239,-32.47691624379625,86634.50264456986,desktop,MacOS
3000240,-79.41180118216789,32741.37074847245,desktop,iOS Device
3000241,-64.75189530566489,18654.819730393418,mobile,Windows
3000242,-87.38898583213751,24697.61379786259,desktop,Windows
3000243,-87.0142986582119,42378.88229337482,desktop,Windows
3000244,-32.38042536434608,25868.008455842257,mobile,MacOS
3000245,-14.139989301750177,32736.191015633405,mobile,Windows
3000246,-3.726741613886091,14362.870121092566,mobile,iOS Device
3000247,-37.165288245055564,30321.499790340855,desktop,MacOS
3000248,-81.5898676639043,57656.09763965812,desktop,iOS Device
3000249,-89.43496545510693,44743.51710101533,mobile,nan
3000250,-18.71490284632422,35325.1573623552,mobile,MacOS
3000251,-42.124352364000075,74898.76075685429,mobile,iOS Device
3000252,-38.17149789862802,89457.48716793847,mobile,iOS Device
3000253,-21.85379112452908,75922.1330673373,desktop,MacOS
3000254,-29.672277226754844,33868.06950965024,desktop,nan
3000255,-16.554174714390342,74699.77461591782,desktop,MacOS
3000256,-94.37860945401215,16046.03806493107,desktop,Windows
3000257,-25.247936325349514,13901.480821037801,desktop,Windows
3000258,-14.914724267790461,35217.076666579735,mobile,nan
3000259,-71.38649575416856,80962.53453536164,desktop,iOS Device
3000260,-35.95527260067472,25388.476476987886,mobile,iOS Device
3000261,-68.58379361630278,7262.087480969279,mobile,iOS Device
3000262,-4.2028933517545966,14039.243985429153,mobile,MacOS
3000263,-96.65764275644962,86015.75188442844,desktop,MacOS
3000264,-42.02071561670449,63744.54518998147,mobile,nan
3000265,-83.34964529504849,26066.91517362769,desktop,Windows
3000266,-28.777979482284138,55974.286707489955,mobile,iOS Device
3000267,-82.41097165813379,53230.38262010969,desktop,Windows
3000268,-76.46167381016424,65888.16186562547,mobile,MacOS
3000269,-50.56291889542419,24085.567887740017,desktop,MacOS
3000270,-8.516505000312193,86575.89573224536,mobile,MacOS
3000271,-78.82856278520292,31627.487645921272,mobile,Windows
3000272,-85.57599788818965,69719.03374364745,mobile,nan
3000273,-24.102316814596932,2596.339990849274,mobile,nan
3000274,-49.9380467666069,37893.05585952057,desktop,MacOS
3000275,-8.821488761822863,35819.27197792202,desktop,iOS Device
3000276,-85.33854428401577,54804.958429718434,desktop,Windows
3000277,-35.40721069769607,8200.889915942455,mobile,MacOS
3000278,-76.7120853848185,79223.00599888472,mobile,Windows
3000279,-84.32395713483606,22560.299374989285,mobile,Windows
3000280,-31.65705848427295,68026.74367331901,mobile,nan
3000281,-40.63153800912668,80518.00020116523,mobile,MacOS
3000282,-24.51725416376688,56625.8186679098,mobile,nan
3000283,-69.05374235538176,74347.43746547656,desktop,MacOS
3000284,-55.20283436178101,66524.17090928555,desktop,Windows
3000285,-59.452832366958155,36197.449918048755,desktop,nan
3000286,-1.591053603348584,81076.99536432297,desktop,Windows
3000287,-70.77510432606121,30175.43561866727,desktop,MacOS
3000288,-70.51827616532331,57550.0788574002,desktop,iOS Device
3000289,-64.54517911713927,74794.37617501241,desktop,nan
3000290,-43.54059187096785,38516.63507143825,desktop,nan
3000291,-74.76772557362548,30973.99315412508,mobile,Windows
3000292,-8.47100596207261,46475.25500710945,mobile,Windows
3000293,-73.43144351337365,81978.38594056621,mobile,iOS Device
3000294,-10.418426843980527,93062.25455142082,mobile,nan
3000295,-89.65249363534153,54963.25787312912,mobile,MacOS
3000296,-34.34372976003476,66485.15432704153,mobile,MacOS
3000297,-9.301448156175624,90424.0886016525,mobile,nan
3000298,-83.12505616017705,10756.138289881297,desktop,nan
3000299,-3.167303990074501,23975.77920875034,desktop,nan
3000300,-54.71166395844883,71181.10061890667,mobile,iOS Device
3000301,-5.428489155897552,82550.70172931766,desktop,MacOS
3000302,-32.317995636995306,85845.87380472722,desktop,MacOS
3000303,-69.84131301264485,42095.610508638325,desktop,Windows
3000304,-81.16974750828936,9844.650326894816,desktop,Windows
3000305,-69.62649537749006,44340.366252662374,desktop,nan
3000306,-90.6982590737325,23842.724430498325,mobile,Windows
3000307,-85.61320336566702,29828.44904466579,desktop,iOS Device
3000308,-89.53395596535188,77454.48812691307,mobile,MacOS
3000309,-57.70564562584423,8477.1815165628,mobile,MacOS
3000310,-20.442162374241363,82930.54053058951,mobile,Windows
3000311,-85.86164457836598,43339.23949659274,desktop,nan
3000312,-86.96795668276641,60010.32917895891,mobile,Windows
3000313,-35.65710504826693,9875.570892332222,mobile,nan
3000314,-80.28170180319337,34398.548757370685,mobile,iOS Device
3000315,-90.23899618910085,9880.390982469733,mobile,MacOS
3000316,-83.31514217944223,96192.82856522985,desktop,iOS Device
3000317,-7.626860412322387,80918.90328329879,mobile,MacOS
3000318,-17.852874722380918,46503.642681289566,mobile,iOS Device
3000319,-64.59354376449059,23136.65228404344,mobile,Windows
3000320,-34.41792326726072,93412.05541973536,mobile,iOS Device
3000321,-46.27243263319619,35115.06297697021,desktop,iOS Device
3000322,-32.2875736517436,16937.458737050103,mobile,Windows
3000323,-31.732884753724065,56753.27445694154,mobile,MacOS
3000324,-37.1265984940007,94433.6379141368,mobile,MacOS
3000325,-73.38986314626914,1379.198759531935,mobile,Windows
3000326,-96.09935792371819,24574.359482145876,mobile,iOS Device
3000327,-54.44332180098912,93906.31640063036,mobile,iOS Device
3000328,-10.902611530929619,17937.51071885904,desktop,iOS Device
3000329,-43.05027414814241,12211.101712342166,mobile,nan
3000330,-16.760895829809215,57448.53436418064,desktop,MacOS
3000331,-0.8375657038771891,86322.53850618815,desktop,iOS Device
3000332,-83.63837958617238,48233.87195169869,mobile,MacOS
3000333,-30.822236085801762,99461.86141176795,desktop,iOS Device
3000334,-32.570642629997536,68237.99825426129,mobile,Windows
3000335,-2.004455264172151,8333.415813834326,desktop,Windows
3000336,-1.4399266047199717,99290.38103651557,mobile,MacOS
3000337,-31.33213882758706,41381.529441238854,desktop,MacOS
3000338,-75.63852080178057,29452.85085070277,desktop,Windows
3000339,-20.14441618694009,56230.03917421067,mobile,nan
3000340,-89.29708657889618,31126.451590265566,desktop,Windows
3000341,-21.930069582837135,9559.29320489508,desktop,iOS Device
3000342,-8.980387585530352,1141.4059648384953,desktop,nan
3000343,-61.71666052315648,45508.75193910597,desktop,Windows
3000344,-36.93647050169196,83849.47880043264,desktop,nan
3000345,-56.98572679031737,57659.20337737758,mobile,nan
3000346,-56.223494501187155,99921.52259540065,desktop,nan
3000347,-68.962911089188,29397.817919072797,desktop,MacOS
3000348,-23.787037954967545,28765.051411245477,mobile,Windows
3000349,-6.382343583349481,16815.196563160476,mobile,MacOS
3000350,-5.92491407655389,17242.295238268183,mobile,MacOS
3000351,-82.52187151250662,29233.473004994732,desktop,iOS Device
3000352,-12.525635034343395,79491.16448207918,desktop,iOS Device
3000353,-26.25685585728779,90669.92227300834,desktop,nan
3000354,-74.71625993097108,97533.62980106045,desktop,nan
3000355,-93.27153870784855,23996.67575554881,mobile,iOS Device
3000356,-73.2002733115622,88248.45701579508,mobile,iOS Device
3000357,-8.779176321847444,33497.25383845637,desktop,Windows
3000358,-36.68213251042277,12171.213907171557,desktop,nan
3000359,-27.894533910212814,87132.4676264964,desktop,nan
3000360,-74.28476488909041,63974.45782971824,desktop,iOS Device
3000361,-28.06118444251797,17308.35871202511,mobile,Windows
3000362,-97.18784937220762,43553.29449378725,mobile,iOS Device
3000363,-62.46786542269862,29438.511792829697,desktop,iOS Device
3000364,-37.32466514576688,73942.6623023095,mobile,MacOS
3000365,-85.39034344586798,45888.20683180254,desktop,nan
3000366,-17.699642555306525,98938.71456553211,desktop,Windows
3000367,-76.49687011880813,6419.753243699917,mobile,MacOS
3000368,-34.77188871815538,36146.51134748842,desktop,nan
3000369,-59.48028574246703,48708.116543887765,mobile,iOS Device
3000370,-40.395640452235284,50810.221920083655,desktop,Windows
3000371,-89.25494473710918,32277.646416178042,mobile,nan
3000372,-98.30872000783927,73194.78466065924,desktop,iOS Device
3000373,-9.04355726196988,87599.96027540849,mobile,MacOS
3000374,-73.03699912328172,93933.21089580844,desktop,Windows
3000375,-18.03229972195409,80704.2443031531,desktop,nan
3000376,-0.06496995277997542,85207.43953335335,mobile,MacOS
3000377,-78.85687420010888,55503.98476137956,desktop,iOS Device
3000378,-73.48292588166444,82762.93441625465,mobile,iOS Device
3000379,-33.714021236533426,31046.88700564727,mobile,nan
3000380,-3.4551365399378824,40449.397448812226,desktop,iOS Device
3000381,-8.418565180925611,32374.388368035885,desktop,Windows
3000382,-49.71244799344151,47271.34620934462,desktop,nan
3000383,-20.48897174732754,29272.382007625,desktop,MacOS
3000384,-86.42541469000989,96199.53278319024,mobile,nan
3000385,-2.256181579598774,31971.618172561146,desktop,nan
3000386,-3.5646765964013554,10706.409272983043,desktop,MacOS
3000387,-83.62710421208291,53154.89943899093,desktop,iOS Device
3000388,-70.05768751968934,6652.8087660724605,mobile,MacOS
3000389,-89.9845002493233,11943.773464549471,desktop,Windows
3000390,-72.82824011018204,22719.549530428383,mobile,iOS Device
3000391,-18.404421058479343,46970.674738332025,desktop,nan
3000392,-62.16843928347405,43891.84229859376,mobile,iOS Device
3000393,-91.16030328532416,80169.49433827633,desktop,iOS Device
3000394,-65.77744752210955,74207.99073452722,desktop,Windows
3000395,-1.8616665758719932,43205.51110507943,mobile,iOS Device
3000396,-37.03164047407971,34036.71654998736,desktop,iOS Device
3000397,-58.38390535938422,32330.40962208836,desktop,iOS Device
3000398,-83.346148650273,77625.51364210689,desktop,nan
3000399,-1.382320271630519,6155.1682159057045,mobile,iOS Device
3000400,-17.91509907368713,2269.343301549977,desktop,MacOS
3000401,-71.85226975490806,79758.89480073816,mobile,iOS Device
3000402,-92.99313042788106,48237.49122291588,mobile,Windows
3000403,-94.33744426224419,13957.232716804021,mobile,iOS Device
3000404,-87.96218504944662,24321.027524855625,desktop,iOS Device
3000405,-41.92314163855784,93317.89135664087,mobile,nan
3000406,-7.123657879450761,86090.7945868649,mobile,MacOS
3000407,-50.325657199401554,71268.71997217328,desktop,iOS Device
3000408,-15.705451754380277,48740.297803395326,mobile,MacOS
3000409,-55.411338014019215,52512.038992947186,mobile,Windows
3000410,-29.141645423217483,97549.2089931119,desktop,nan
3000411,-26.812726271349916,96611.27394454443,desktop,MacOS
3000412,-82.60362940966613,22311.635532797594,mobile,nan
3000413,-63.878394102418824,81299.35206422649,desktop,iOS Device
3000414,-36.26978434619761,20527.02395053466,desktop,Windows
3000415,-92.93033918156338,22140.21031051119,desktop,nan
3000416,-63.84598122370434,67933.2103822931,mobile,iOS Device
3000417,-46.520053371880756,41095.10876016729,mobile,MacOS
3000418,-0.3775506955361294,93222.8963035455,desktop,Windows
3000419,-52.54664373775593,9811.963754704873,mobile,Windows
3000420,-18.394324288567645,51641.03844013981,desktop,MacOS
3000421,-56.793271493338224,91933.631513869,desktop,MacOS
3000422,-20.360927738029105,90507.252387471,desktop,Windows
3000423,-40.45851983798916,16496.392128158383,desktop,nan
3000424,-11.340455849760161,37297.13230954919,desktop,Windows
3000425,-58.90574476498901,62293.01860462293,mobile,MacOS
3000426,-39.56955801785212,16780.093592368816,mobile,nan
3000427,-36.99813193811726,96834.19503252814,mobile,iOS Device
3000428,-58.26170581995267,91560.18354403837,mobile,Windows
3000429,-85.56879563125185,17528.06772441245,desktop,MacOS
3000430,-90.64405930876644,12994.390664837556,desktop,iOS Device
3000431,-98.3328449400367,9455.439798018264,mobile,Windows
3000432,-12.646573575478541,91034.92273962648,mobile,Windows
3000433,-76.35250877613055,20168.757169750617,desktop,nan
3000434,-78.84932507182319,42212.20792589112,desktop,MacOS
3000435,-26.396459957393446,45436.2851995483,desktop,iOS Device
3000436,-67.99838869126083,60302.09337714319,mobile,Windows
3000437,-49.39553075881634,8101.799030995071,desktop,nan
3000438,-83.74889347025437,23449.10312265108,desktop,iOS Device
3000439,-4.02542785380308,93217.54830497368,mobile,iOS Device
3000440,-14.841859998276263,90932.60061958838,mobile,Windows
3000441,-13.621037703499667,78347.77409316353,mobile,iOS Device
3000442,-59.32262514279948,2920.723316203328,desktop,Windows
3000443,-23.763878629282715,33373.670081114105,desktop,nan
3000444,-85.61238446102199,63167.91479894787,mobile,nan
3000445,-99.13809974082197,28243.830965574092,desktop,iOS Device
3000446,-98.00270674219719,91049.08281032395,desktop,Windows
3000447,-41.339826259543955,63755.05672141175,desktop,MacOS
3000448,-54.46050947520592,8118.765014328114,mobile,nan
3000449,-48.198465109148025,90991.55329473461,mobile,Windows
3000450,-99.25368595827806,95818.89915944602,desktop,Windows
3000451,-57.731338034257426,8693.529420780824,desktop,Windows
3000452,-28.193183879913917,53703.663251270176,desktop,iOS Device
3000453,-55.73062980325641,31033.063939202875,desktop,MacOS
3000454,-26.778079368777767,39891.068571658834,mobile,iOS Device
3000455,-76.69810356031653,18785.470577578846,mobile,nan
3000456,-18.685799551827458,58229.13809922884,desktop,iOS Device
3000457,-41.15687595465477,95839.95597164017,desktop,Windows
3000458,-78.92369005700938,50804.18742688929,mobile,iOS Device
3000459,-76.3279524146167,9208.543558053634,desktop,Windows
3000460,-37.1969535430463,62380.13201426343,mobile,MacOS
3000461,-17.006040678755667,34682.076450674445,desktop,iOS Device
3000462,-58.43722179708448,85736.59376953848,mobile,iOS Device
3000463,-74.16995708724077,44033.13668333055,desktop,iOS Device
3000464,-13.29883930893996,20091.121285282316,desktop,Windows
3000465,-33.0731708249165,19919.45664642335,mobile,Windows
3000466,-55.19145127169235,77107.65389139488,mobile,iOS Device
3000467,-51.209980472069816,27293.17223242863,desktop,iOS Device
3000468,-79.57435320636036,76956.10602176307,desktop,MacOS
3000469,-37.319736993515605,21382.84376589334,mobile,MacOS
3000470,-64.12574894571114,32846.95050142963,mobile,nan
