TransactionID,isFraud,TransactionAmt,ProductCD,card1,card2,addr1,P_emaildomain,id_01,id_02,DeviceType,DeviceInfo
3000058,0,2404.579345316505,R,16417,410,117,hotmail.com,-31.276565653931712,66137.04120925465,mobile,iOS Device
3000059,0,3141.252261459667,C,15188,136,189,gmail.com,-68.716580247578,82565.74178084177,desktop,iOS Device
3000060,0,4369.64879978983,H,13602,155,280,hotmail.com,-93.90944567648172,65104.45976144615,mobile,Windows
3000061,0,4920.576511304483,W,10256,542,354,yahoo.com,-29.84347343970577,96925.49532025482,mobile,Windows
3000062,0,3843.6843351839457,W,15212,336,352,hotmail.com,-99.0172447430212,71681.83683861238,desktop,Windows
3000063,0,2094.656243014996,W,2913,457,356,,-59.08174125415114,92541.20234864244,desktop,Windows
3000064,0,2112.57144136258,C,11593,448,482,,-67.06207306979243,52196.05730905316,mobile,Windows
3000065,0,3690.535684928569,C,2772,296,445,,-30.66224614811476,12589.376885204403,mobile,
3000066,0,1201.4979573838286,W,13996,172,186,gmail.com,-23.375452723962116,53289.5944208787,desktop,
3000067,0,561.2658245256594,C,3871,158,189,yahoo.com,-69.59053640287162,13560.409978246236,desktop,Windows
3000068,0,1779.564566627475,S,14234,339,336,hotmail.com,-18.83729855551465,59656.8544384641,desktop,iOS Device
3000069,1,1443.3225683538678,S,11521,101,489,yahoo.com,-70.60832394950663,48766.81299223863,desktop,
3000070,0,1488.5775210753905,C,11642,548,169,yahoo.com,-55.36736400134388,62634.96438544539,desktop,iOS Device
3000071,0,1175.7026777390506,W,2132,459,143,,-27.2981472985866,1994.651124428328,mobile,iOS Device
3000072,0,220.0450162854458,C,1699,287,299,,-30.707977077521136,20289.208673881047,desktop,MacOS
3000073,0,99.19093431973492,C,15534,406,251,,-1.263152768780003,49641.71275930096,desktop,MacOS
3000074,0,4938.7347247827975,C,11230,129,185,gmail.com,-77.48389757840681,95099.85259732437,desktop,Windows
3000075,0,2144.587937341953,H,7297,366,118,yahoo.com,-33.76820864604177,38977.294995160686,desktop,iOS Device
3000076,0,1927.789969326812,S,13839,575,200,yahoo.com,-39.03180917242226,43012.83057930983,desktop,
3000077,0,3401.439940638418,R,8812,207,194,gmail.com,-8.490154550997005,71754.9128116556,mobile,MacOS
3000078,0,1099.08690044667,R,5557,431,353,gmail.com,-84.36378583551249,60775.48297132568,desktop,MacOS
3000079,0,4750.306307911625,H,3179,522,456,gmail.com,-24.8201836413067,30593.68885973499,mobile,iOS Device
3000080,0,3933.861621933605,C,12030,189,129,yahoo.com,-43.173138373123166,41670.82316117535,desktop,MacOS
3000081,0,456.160901538175,H,10065,304,348,yahoo.com,-72.53341302120945,22552.28008686601,mobile,MacOS
3000082,0,2093.7280711667927,H,9275,478,132,,-52.55650858528259,96636.12445389065,mobile,
3000083,0,4396.800354735202,W,16089,555,328,,-66.62234029302022,13932.803774178614,desktop,iOS Device
3000084,0,4724.2127912341375,S,4180,546,111,yahoo.com,-42.06865972115392,37811.84167207553,desktop,MacOS
3000085,0,2342.33354113685,R,7696,547,217,,-11.099938918533413,3558.058249781108,desktop,iOS Device
3000086,0,3070.9228321614314,C,10583,544,449,gmail.com,-43.0695015587798,22956.16970142109,desktop,MacOS
3000087,0,843.4993909994554,R,17998,480,254,hotmail.com,-36.82775816734159,78266.64269963534,desktop,
3000088,0,4955.931444423513,R,14869,537,492,,-48.125215288529056,20916.347996599063,mobile,iOS Device
3000089,0,1166.0417899033826,S,12757,319,345,yahoo.com,-94.8834493554524,8926.276850367594,desktop,MacOS
3000090,0,4714.231552934277,R,17654,477,431,,-76.71414431239057,47970.86480460781,desktop,
3000091,0,3251.7367784719186,R,13258,193,346,,-50.79982705679173,1986.954238717331,mobile,MacOS
3000092,0,3042.606606445507,H,3468,556,128,,-68.97647162552953,9391.849288206984,desktop,iOS Device
3000093,0,2568.3156699723777,S,15208,202,260,hotmail.com,-81.82364022388057,80954.96108673453,mobile,MacOS
3000094,0,1161.042360471616,W,16042,322,334,gmail.com,-49.58671580815617,77375.86114110104,desktop,iOS Device
3000095,0,890.8748797074862,C,16639,285,289,yahoo.com,-67.71902065521496,91598.74322008473,mobile,iOS Device
3000096,0,1110.226183260175,R,12546,568,216,hotmail.com,-74.18923568265853,85597.0281551642,desktop,MacOS
3000097,0,940.32692809983,C,13327,283,370,yahoo.com,-53.60145825596192,68634.38076074199,mobile,
3000098,0,3900.126523098099,W,15270,594,357,yahoo.com,-86.67157419178268,6180.952872765621,mobile,Windows
3000099,0,1757.1250432419831,C,16523,261,279,yahoo.com,-7.225426692459266,78502.01318067909,desktop,
3000100,0,298.6349560513479,W,15300,346,472,hotmail.com,-13.229790208076096,84705.57027321549,desktop,
3000101,0,4845.822124402648,H,11775,130,271,gmail.com,-29.237941425946477,80109.1324314235,desktop,MacOS
3000102,0,4420.091565967494,R,13265,151,373,yahoo.com,-89.37861724115437,51339.42449549458,mobile,
3000103,0,4639.483893144113,W,17673,444,358,gmail.com,-22.4122745530307,24057.28202629869,mobile,
3000104,0,4974.590035005712,C,7614,175,234,gmail.com,-19.204267189098104,84687.66759318394,mobile,Windows
3000105,0,877.7372936052416,R,4252,484,270,,-23.223538228566227,72989.1181642737,desktop,
3000106,0,1987.247674324267,H,8415,538,309,hotmail.com,-88.60341128807589,98095.35626449632,desktop,Windows
3000107,0,3793.609993763416,R,17662,377,335,hotmail.com,-35.60920429322353,16413.567177837358,mobile,MacOS
3000108,0,3483.142884088423,W,12116,139,285,,-16.567520425060138,23340.79372215345,desktop,Windows
3000109,0,777.9405726358767,H,17964,200,463,,-42.26465987803323,21968.01683826877,mobile,iOS Device
3000110,0,4081.007293703183,C,5958,210,194,gmail.com,-35.359262477191095,79461.43699451233,desktop,iOS Device
3000111,0,1129.9584534649366,H,5276,484,477,yahoo.com,-54.16365205736938,19503.822348561695,desktop,Windows
3000112,0,1126.8498979648891,H,5776,420,110,hotmail.com,-47.12926801159474,7599.323152507303,mobile,iOS Device
3000113,0,2689.5023702381336,S,4832,348,167,yahoo.com,-96.56231416482748,99857.51985197724,desktop,MacOS
3000114,0,2968.7702748600987,H,15901,290,478,yahoo.com,-36.10369780267154,3456.9039330697656,desktop,iOS Device
3000115,0,2904.630177110678,H,6445,589,309,,-91.85527871088408,83689.1619557277,desktop,Windows
3000116,0,466.5193186147968,R,2380,281,295,yahoo.com,-56.49854056597766,37171.31731351463,desktop,MacOS
3000117,0,4388.529704525598,C,10865,525,468,gmail.com,-70.73449023325921,84319.93051602371,desktop,iOS Device
3000118,0,1335.3442125176432,R,14926,504,197,,-45.45720497882869,55907.42862990336,mobile,MacOS
3000119,0,656.2794572011928,R,12580,434,192,yahoo.com,-86.6583664476793,90261.49171914964,desktop,Windows
3000120,0,4444.852918546197,W,6634,308,121,,-30.83565980266817,92693.10565504804,mobile,iOS Device
3000121,0,4778.700976166469,R,6810,121,271,gmail.com,-20.49884630715296,1900.719946796824,desktop,MacOS
3000122,0,4312.016810154599,S,11179,265,482,gmail.com,-83.66455502568435,8465.805423286038,desktop,MacOS
3000123,0,4049.4852128771417,S,13251,198,233,yahoo.com,-89.56869126481179,25785.514227514694,mobile,iOS Device
3000124,0,3279.6574833887184,W,14131,592,124,,-85.44845172126409,67262.22621998667,mobile,MacOS
3000125,0,2758.778279339605,C,13707,307,284,yahoo.com,-12.287243810149832,88938.9474546391,desktop,MacOS
3000126,0,444.0639319579366,C,3749,107,184,yahoo.com,-47.18107382436438,46534.25317810231,desktop,Windows
3000127,0,2048.1815332227866,R,14156,289,154,,-53.27390039924974,61090.33851115228,mobile,Windows
3000128,0,1869.7156998914468,R,17589,274,350,yahoo.com,-89.32881808976457,19661.48542676055,mobile,Windows
3000129,0,1306.1713809640278,R,4450,372,243,gmail.com,-35.044399324303825,80691.71655428685,mobile,Windows
3000130,0,3619.866367306039,C,8214,116,450,,-13.200040810491004,96765.48302399353,mobile,Windows
3000131,0,2484.4199180430664,H,12814,189,497,,-17.181413067654702,27591.29435854515,desktop,Windows
3000132,0,414.4206173791632,S,6141,240,266,,-37.39452910191987,49987.76920845408,desktop,iOS Device
3000133,0,1108.7141777295583,H,3708,244,323,,-92.47212833483265,9525.494940131006,desktop,Windows
3000134,0,3419.4612306613835,H,16088,265,319,yahoo.com,-88.76029728239871,56354.528989833874,desktop,MacOS
3000135,0,389.8929888565979,C,12834,436,278,yahoo.com,-95.06910128901754,50775.56074282138,desktop,iOS Device
3000136,0,4257.522501103355,H,13278,595,218,gmail.com,-74.25207835075307,15299.211931352682,mobile,MacOS
3000137,0,2480.781169799732,W,11014,177,364,hotmail.com,-86.43385328396222,44764.55509868943,mobile,Windows
3000138,0,2408.127020859973,R,4273,528,249,hotmail.com,-73.99519597475661,34076.360556569765,mobile,Windows
3000139,1,2966.114845450993,W,15367,361,314,gmail.com,-61.49419442810383,52661.25665521374,desktop,MacOS
3000140,1,4125.158019966494,S,5538,262,296,hotmail.com,-5.701721592886429,58979.77920745112,mobile,MacOS
3000141,0,1745.5679474319434,R,13541,465,141,gmail.com,-38.96239402183079,1841.0622821137413,desktop,MacOS
3000142,0,3393.300601269727,H,9712,113,152,yahoo.com,-16.502621431703773,76339.59231200597,desktop,
3000143,0,2833.0025003389974,S,10168,338,429,,-28.96484992876678,71588.41489431234,desktop,
3000144,0,1342.4710681454123,R,4551,171,350,,-88.74968694733683,37262.3522344457,mobile,
3000145,0,4394.363631912238,H,13297,544,394,yahoo.com,-26.407959362605112,6240.657621313007,desktop,
3000146,0,3989.155847818571,W,11965,242,477,,-72.49011184408755,75738.32143871998,desktop,iOS Device
3000147,0,3295.674654945544,R,3832,409,370,,-36.08921530052937,95562.34088733511,mobile,Windows
3000148,0,4254.402828180268,H,14422,382,222,hotmail.com,-65.90380263570114,24775.008006179403,desktop,MacOS
3000149,0,4337.798062789414,W,1152,368,466,yahoo.com,-0.2327736735340835,33028.93675996675,mobile,Windows
3000150,0,3544.731253808024,S,12156,340,486,hotmail.com,-73.64485205032221,19197.47605869968,desktop,MacOS
3000151,0,4186.696508534724,S,12108,514,438,hotmail.com,-72.08695292257303,58116.67621113913,mobile,Windows
3000152,0,3490.382593729725,S,3800,344,365,,-6.932774443760167,16329.29807009804,desktop,iOS Device
3000153,0,3403.902451083899,S,6310,262,447,,-97.53555953636771,36263.20040267656,desktop,
3000154,1,3096.8707772937696,C,10944,159,128,yahoo.com,-30.33110121268031,70004.28837949203,mobile,Windows
3000155,0,3766.05603139263,R,3610,105,134,,-27.467360926412184,56451.48231792549,desktop,MacOS
3000156,0,801.4394754124378,R,13067,296,105,,-16.362142258960063,39259.79386846559,mobile,Windows
3000157,0,4405.545088402653,C,2104,569,495,yahoo.com,-2.556068936152471,42604.71057894664,desktop,iOS Device
3000158,0,4360.499203448708,H,11728,157,210,,-2.439808084334757,56648.97737969972,mobile,iOS Device
3000159,0,155.94394234245013,H,8263,404,393,hotmail.com,-93.4723242433536,1580.608060828969,desktop,Windows
3000160,0,4130.825585318165,S,2914,506,176,yahoo.com,-17.816067724709754,8772.476976907376,desktop,
3000161,0,653.0606386924916,W,1406,316,448,,-35.369006634261865,88244.54870853815,desktop,MacOS
3000162,0,1682.243082753118,H,14689,517,246,gmail.com,-35.26578656269088,8710.019920037787,mobile,iOS Device
3000163,0,3720.106198895123,W,1166,125,166,yahoo.com,-87.16500733853051,70973.55602484001,mobile,iOS Device
3000164,0,812.1918812810579,R,1508,402,491,yahoo.com,-34.98128335543467,92083.7782467962,mobile,Windows
3000165,0,4091.65545035412,W,4664,104,107,gmail.com,-1.7517419398752168,27797.67682587138,mobile,iOS Device
3000166,0,4162.349548009132,R,14050,573,221,,-8.818143046055297,37678.65226889192,mobile,iOS Device
3000167,0,2542.263991466573,C,1680,119,439,,-56.08693391951495,57323.21917862691,desktop,MacOS
3000168,0,41.86549986699956,C,5357,489,274,yahoo.com,-96.00520267139056,88289.18799421989,desktop,
3000169,0,1442.3202845428148,S,2363,297,487,yahoo.com,-63.77065099997952,94248.6531387816,desktop,MacOS
3000170,0,3088.4653226949536,H,10523,158,278,,-17.360968839944476,74216.76156301553,desktop,
3000171,0,4906.119028356843,S,3292,547,184,,-29.8500898534834,9575.35632461471,desktop,MacOS
3000172,0,3162.749499813175,R,2538,341,144,hotmail.com,-54.06563444060436,67246.26139795023,mobile,Windows
3000173,0,1306.4198695101577,S,4408,245,235,yahoo.com,-94.4898464841169,41620.068465393546,desktop,iOS Device
3000174,0,3173.6884584670606,W,9752,487,442,yahoo.com,-57.31052721766974,47599.3989496151,mobile,
3000175,0,2704.527044782119,R,1174,372,115,gmail.com,-53.09750602821165,5865.690644172527,desktop,Windows
3000176,0,3901.4285218042064,C,3230,348,432,hotmail.com,-7.144446710586408,19915.15179528946,mobile,iOS Device
3000177,0,543.8333877465225,H,5287,113,294,,-35.89138964178406,79260.84714583113,mobile,iOS Device
3000178,0,3807.52923348512,R,13112,561,108,hotmail.com,-68.83470833453511,45941.92447173812,mobile,iOS Device
3000179,0,2710.92022759379,R,8106,112,415,,-47.46817355492786,30864.56192148373,desktop,MacOS
3000180,0,4815.330099256384,W,10689,490,433,,-93.394469217784,39017.88832253086,desktop,Windows
3000181,0,1715.9421085330437,H,13046,483,432,hotmail.com,-2.7431764350263137,85585.55181924233,desktop,Windows
3000182,0,3166.783246738401,C,2151,143,426,yahoo.com,-63.9940098069274,75150.90272309074,desktop,iOS Device
3000183,0,4660.820246494987,R,8619,474,114,,-52.21326450868642,27959.224320927195,mobile,
3000184,0,521.5235426734895,R,7033,498,426,hotmail.com,-64.47160257630773,12632.682181024958,mobile,Windows
3000185,0,4686.770151309891,W,9560,118,201,gmail.com,-31.74882698837999,25947.823942763094,mobile,MacOS
3000186,0,3442.5497542810585,S,5946,162,325,hotmail.com,-33.7767841670407,92154.88865441864,mobile,
3000187,0,348.5069249348078,C,2907,590,377,gmail.com,-28.46776894708644,58577.29494712578,desktop,
3000188,0,1511.808199064613,H,4490,338,212,,-73.18567703880791,53814.540665733504,mobile,
3000189,0,3543.778722339955,R,5173,591,100,hotmail.com,-68.43315188359341,60042.966369553695,desktop,
3000190,0,346.0795013291708,R,12065,518,365,hotmail.com,-87.4748768903792,37236.79830890501,mobile,Windows
3000191,0,2915.030596279604,C,5769,436,307,gmail.com,-34.44900281538874,80903.59501163177,mobile,iOS Device
3000192,0,1735.956454195254,S,5796,518,209,hotmail.com,-96.02028726643476,52805.33868072473,mobile,
3000193,0,3108.3684336597107,R,14046,502,299,hotmail.com,-40.231766447654095,12558.04237411076,desktop,MacOS
3000194,0,238.25274872443916,C,15211,503,468,,-13.030411514836617,13777.447358077234,desktop,MacOS
3000195,0,4358.9686627003575,W,5997,199,405,hotmail.com,-10.91678517103665,54149.05550375921,mobile,iOS Device
3000196,0,4867.709956195211,S,9112,262,111,yahoo.com,-55.09622396300383,93720.45158901309,mobile,Windows
3000197,0,4844.7004978756,H,6287,515,444,gmail.com,-54.069631178692624,31526.860045943675,mobile,iOS Device
3000198,0,3750.7626403971935,R,11578,221,287,hotmail.com,-92.30308169919826,87084.57571706262,desktop,
3000199,0,659.1303382518536,C,7426,531,253,gmail.com,-32.92349745569642,76645.46307130906,desktop,Windows
3000200,0,3793.733347685823,W,12599,143,467,gmail.com,-17.874057962715455,25533.431847783777,desktop,Windows
3000201,0,132.68871312941954,H,1389,459,433,gmail.com,-75.5344945395287,4597.734083308003,mobile,
3000202,0,120.3965221296963,C,1999,507,476,hotmail.com,-57.86991183666353,11082.879249095891,desktop,MacOS
3000203,0,1624.8149935562108,C,13812,416,378,hotmail.com,-16.116066323472964,73120.89945089658,mobile,
3000204,0,2448.3295201192823,H,16599,480,270,gmail.com,-12.287953233771203,20767.304066024026,desktop,iOS Device
3000205,0,3854.333014860888,W,2855,244,233,yahoo.com,-75.6820019735774,37755.82113003398,mobile,
3000206,0,3419.643929266461,W,9125,426,124,gmail.com,-44.94293654586357,50668.217434636055,mobile,MacOS
3000207,0,2235.054504819974,S,14794,462,117,yahoo.com,-80.75068493641729,72821.34867656612,desktop,
3000208,0,1375.3970647455128,R,3763,149,289,gmail.com,-89.81212358604435,12209.891102653412,mobile,iOS Device
3000209,0,4985.651255786978,H,5986,164,240,,-8.887949860804241,41230.27412246868,mobile,iOS Device
3000210,0,2136.644698157505,H,2481,454,142,gmail.com,-17.949249576789086,49022.21800512685,mobile,MacOS
3000211,0,2262.4212514050805,H,4731,387,433,gmail.com,-23.99650981968261,54541.87933318243,desktop,iOS Device
3000212,0,826.4828677464292,W,17835,263,383,hotmail.com,-95.12336811868596,82017.70349812646,mobile,iOS Device
3000213,0,3976.099648262148,R,11758,240,245,yahoo.com,-15.627120728974248,17996.141309278475,desktop,
3000214,0,3471.4743066496285,S,17311,553,414,,-56.195592409461625,80975.31373083561,desktop,Windows
3000215,0,1111.6403678159145,C,9566,413,418,yahoo.com,-65.76048767041404,69594.96434196857,mobile,iOS Device
3000216,0,421.0814176230551,C,12889,227,191,,-45.352363897462354,56031.21060569697,desktop,iOS Device
3000217,0,3405.691517352818,H,12254,497,278,gmail.com,-90.86467572764442,70253.25916985462,mobile,MacOS
3000218,0,3276.0109592628646,R,12442,520,155,hotmail.com,-24.33534506476012,41789.75615621398,desktop,MacOS
3000219,0,1373.5650397210643,W,14521,467,254,hotmail.com,-41.75649231117041,14701.361010844332,mobile,
3000220,0,4754.809175629548,R,5559,562,259,yahoo.com,-81.34099031268325,66910.75878627137,desktop,
3000221,0,763.7788799866921,R,17199,338,210,hotmail.com,-81.17678002309543,52942.5583618766,mobile,iOS Device
3000222,0,2167.3506572025835,W,8291,423,236,yahoo.com,-81.57513484273258,64298.10525373478,mobile,Windows
3000223,0,4718.643441636318,H,9160,395,331,yahoo.com,-94.2997612448066,34461.87932182051,mobile,Windows
3000224,0,2104.4393114613504,R,1112,286,319,,-41.22015506283152,90779.79115664375,mobile,
3000225,0,3196.244478843787,C,16924,307,167,yahoo.com,-15.965182241149192,59149.61698898212,desktop,MacOS
3000226,1,1993.9960458343437,W,17523,319,401,,-98.25017860126114,9454.845944796509,desktop,iOS Device
3000227,0,1378.3338597198635,S,2424,499,348,hotmail.com,-95.09953550287264,45530.59507973844,mobile,iOS Device
3000228,0,4920.048463319543,H,11808,289,422,yahoo.com,-42.72297233130542,75879.2494196198,desktop,Windows
3000229,0,2052.576691512065,W,7043,487,491,yahoo.com,-18.05043146139477,79619.32161149496,mobile,
3000230,0,4471.555026358881,S,7989,528,105,gmail.com,-67.32611094313664,49965.10822361212,mobile,Windows
3000231,0,1157.47348339652,S,7261,445,379,yahoo.com,-65.03856011922778,89580.00951229881,desktop,Windows
3000232,0,1073.3924730851656,R,1887,383,193,yahoo.com,-40.36535025032241,27499.175282235457,desktop,
3000233,0,165.35907359371168,R,17433,451,368,gmail.com,-72.5787110875853,41649.2710265884,mobile,MacOS
3000234,0,3261.8174586256664,R,17402,336,296,gmail.com,-97.33916339223158,89961.09414632803,desktop,iOS Device
3000235,0,1848.946455181568,W,13253,293,124,hotmail.com,-26.477148189840392,89729.41493068631,mobile,MacOS
3000236,0,4323.147666699789,W,8846,386,247,yahoo.com,-37.43500870585469,68885.56411364341,desktop,
3000237,0,2371.3174343908704,H,7432,358,217,hotmail.com,-41.92440009443409,86039.0741650998,desktop,
3000238,0,4841.285205294462,R,14452,345,437,hotmail.com,-25.83158710081769,9788.553428667034,desktop,iOS Device
3000239,0,935.7723233585746,S,14395,235,466,gmail.com,-32.47691624379625,86634.50264456986,desktop,MacOS
3000240,0,4344.429608098498,C,4765,379,437,,-79.41180118216789,32741.37074847245,desktop,iOS Device
3000241,0,3885.218295430792,H,16950,370,165,hotmail.com,-64.75189530566489,18654.819730393418,mobile,Windows
3000242,0,3856.90000477382,W,13502,270,400,,-87.38898583213751,24697.61379786259,desktop,Windows
3000243,0,4225.46830830327,H,10741,258,469,yahoo.com,-87.0142986582119,42378.88229337482,desktop,Windows
3000244,0,3807.509714805564,H,6941,300,274,gmail.com,-32.38042536434608,25868.008455842257,mobile,MacOS
3000245,0,3134.839404940763,H,5855,586,418,yahoo.com,-14.139989301750177,32736.191015633405,mobile,Windows
3000246,0,664.911939635114,H,16166,144,175,yahoo.com,-3.726741613886091,14362.870121092566,mobile,iOS Device
3000247,1,172.30563566134705,C,6788,549,213,gmail.com,-37.16528824505557,30321.49979034085,desktop,MacOS
3000248,1,4605.030760600277,R,1201,363,210,yahoo.com,-81.5898676639043,57656.09763965812,desktop,iOS Device
3000249,0,3087.085069458483,S,11561,170,348,gmail.com,-89.43496545510693,44743.51710101533,mobile,
3000250,0,3984.72108197112,H,17901,463,302,,-18.71490284632422,35325.1573623552,mobile,MacOS
3000251,0,2412.796534047625,H,8737,470,246,yahoo.com,-42.12435236400008,74898.76075685429,mobile,iOS Device
3000252,0,595.3678629223484,H,2988,202,134,gmail.com,-38.17149789862802,89457.48716793847,mobile,iOS Device
3000253,0,634.6771030907267,R,16441,589,408,hotmail.com,-21.85379112452908,75922.1330673373,desktop,MacOS
3000254,0,3430.970783272567,W,12737,224,125,yahoo.com,-29.672277226754844,33868.06950965024,desktop,
3000255,0,2157.226415548319,W,15256,412,337,,-16.554174714390342,74699.77461591782,desktop,MacOS
3000256,0,1010.6183862346802,C,8162,563,113,gmail.com,-94.37860945401216,16046.03806493107,desktop,Windows
3000257,0,2463.05678823977,W,14065,582,473,yahoo.com,-25.247936325349517,13901.4808210378,desktop,Windows
3000258,0,330.4025960049191,H,15114,385,144,yahoo.com,-14.91472426779046,35217.076666579735,mobile,
